,Clip,Activity,Assessment,Game,session_title,accumulated_correct_attempts,accumulated_uncorrect_attempts,duration_mean,accumulated_accuracy,accuracy_group,0,1,2,3,accumulated_accuracy_group,accumulated_actions
1118,5,3,2,1,12,2,0,32.5,1.0,0,0,0,0,2,3.0,350
1119,6,4,3,1,20,2,1,30.0,0.6666666666666666,1,1,0,0,2,2.0,465
1120,14,5,4,3,35,3,3,42.0,0.5833333333333334,3,1,1,0,2,1.75,982
1121,15,6,5,3,12,4,3,41.8,0.6666666666666667,0,1,1,0,3,2.0,1145
1122,16,8,6,4,8,4,5,49.5,0.5555555555555556,3,2,1,0,3,1.6666666666666667,1695
1123,3,0,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,234
1124,40,10,0,9,8,0,0,0.0,0.0,0,0,0,0,0,0.0,3269
1125,41,10,1,13,8,0,4,39.0,0.0,0,1,0,0,0,0.0,3838
1126,46,16,2,13,21,0,6,31.5,0.0,0,2,0,0,0,0.0,4577
1127,46,16,3,14,8,0,11,60.666666666666664,0.0,0,3,0,0,0,0.0,4757
1128,10,2,0,4,8,0,0,0.0,0.0,3,0,0,0,0,0.0,2046
1129,11,3,0,3,8,0,0,0.0,0.0,0,0,0,0,0,0.0,553
1130,17,4,1,5,35,0,1,58.0,0.0,0,1,0,0,0,0.0,843
1131,2,1,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,135
1132,1,0,0,0,20,0,0,0.0,0.0,3,0,0,0,0,0.0,1
1133,5,1,1,2,12,1,0,140.0,1.0,1,0,0,0,1,3.0,446
1134,18,0,1,4,35,0,0,22.0,0.0,3,1,0,0,0,0.0,515
1135,18,0,2,4,35,1,0,145.0,0.5,3,1,0,0,1,1.5,541
1136,27,3,3,5,35,2,0,113.33333333333333,0.6666666666666666,2,1,0,0,2,2.0,616
1137,27,3,4,5,35,3,1,100.75,0.625,1,1,0,1,2,2.0,631
1138,27,3,6,5,35,4,6,81.66666666666667,0.4444444444444444,0,2,1,1,2,1.5,672
1139,27,3,7,5,35,4,7,73.57142857142857,0.38095238095238093,2,3,1,1,2,1.2857142857142858,683
1140,17,7,0,7,8,0,0,0.0,0.0,3,0,0,0,0,0.0,1339
1141,20,8,1,7,21,1,0,28.0,1.0,3,0,0,0,1,3.0,1430
1142,20,9,2,7,21,2,0,32.5,1.0,3,0,0,0,2,3.0,1587
1143,20,10,3,8,21,3,0,32.0,1.0,3,0,0,0,3,3.0,1725
1144,22,10,4,8,20,4,0,32.25,1.0,3,0,0,0,4,3.0,1763
1145,22,10,6,8,20,5,0,27.333333333333332,0.8333333333333334,3,1,0,0,5,2.5,1796
1146,22,10,7,8,21,6,0,26.714285714285715,0.8571428571428571,3,1,0,0,6,2.5714285714285716,1819
1147,22,10,8,8,8,7,0,28.0,0.875,3,1,0,0,7,2.625,1857
1148,22,10,9,8,35,8,0,26.444444444444443,0.8888888888888888,3,1,0,0,8,2.6666666666666665,1878
1149,29,12,10,10,35,9,0,25.4,0.9,3,1,0,0,9,2.7,2092
1150,30,13,11,11,12,10,0,27.0,0.9090909090909091,0,1,0,0,10,2.727272727272727,2362
1151,8,1,0,1,35,0,0,0.0,0.0,3,0,0,0,0,0.0,72
1152,10,2,1,2,12,1,0,29.0,1.0,0,0,0,0,1,3.0,342
1153,14,4,2,3,8,1,1,33.0,0.5,3,1,0,0,1,1.5,963
1154,4,2,0,1,21,0,0,0.0,0.0,2,0,0,0,0,0.0,297
1155,6,3,1,3,20,1,1,55.0,0.5,1,0,0,1,0,2.0,671
1156,6,3,3,3,12,2,3,63.0,0.27777777777777773,0,1,1,1,0,1.0,787
1157,8,3,4,3,35,2,9,67.75,0.20833333333333331,3,2,1,1,0,0.75,877
1158,13,3,6,3,21,3,9,49.333333333333336,0.3055555555555555,2,3,1,1,1,1.0,910
1159,15,3,7,3,20,4,10,48.285714285714285,0.3333333333333333,2,3,1,2,1,1.1428571428571428,956
1160,21,11,8,8,35,5,11,54.375,0.35416666666666663,3,3,1,3,1,1.25,2015
1161,29,21,9,12,8,6,11,53.0,0.4259259259259259,3,3,1,3,2,1.4444444444444444,3574
1162,32,23,10,13,21,7,11,50.8,0.4833333333333333,3,3,1,3,3,1.6,3760
1163,32,25,11,13,20,8,11,53.54545454545455,0.5303030303030303,0,3,1,3,4,1.7272727272727273,4354
1164,33,27,12,17,8,8,17,54.5,0.4861111111111111,1,4,1,3,4,1.5833333333333333,5157
1165,33,27,13,17,8,9,22,57.38461538461539,0.46153846153846156,2,4,2,3,4,1.5384615384615385,5255
1166,54,31,14,20,21,10,23,57.357142857142854,0.4642857142857143,2,4,2,4,4,1.5714285714285714,5897
1167,6,0,0,0,12,0,0,0.0,0.0,0,0,0,0,0,0.0,6
1168,6,1,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,136
1169,10,2,1,1,20,1,0,29.0,1.0,1,0,0,0,1,3.0,569
1170,8,1,0,1,20,0,0,0.0,0.0,0,0,0,0,0,0.0,121
1171,7,0,0,1,20,0,0,0.0,0.0,2,0,0,0,0,0.0,22
1172,7,0,1,1,20,1,1,56.0,0.5,2,0,0,1,0,2.0,65
1173,11,0,2,1,35,2,2,49.5,0.5,3,0,0,2,0,2.0,108
1174,12,0,3,1,12,3,2,41.333333333333336,0.6666666666666666,0,0,0,2,1,2.3333333333333335,135
1175,13,0,4,1,21,3,4,44.0,0.5,2,1,0,2,1,1.75,179
1176,1,0,0,0,8,0,0,0.0,0.0,3,0,0,0,0,0.0,1
1177,3,1,1,0,21,1,0,30.0,1.0,3,0,0,0,1,3.0,99
1178,4,1,2,0,20,2,0,30.5,1.0,3,0,0,0,2,3.0,133
1179,22,1,0,1,12,0,0,0.0,0.0,0,0,0,0,0,0.0,335
1180,25,2,1,2,35,0,4,118.0,0.0,3,1,0,0,0,0.0,699
1181,26,2,2,3,12,1,4,73.5,0.5,0,1,0,0,1,1.5,895
1182,0,1,0,0,8,0,0,0.0,0.0,3,0,0,0,0,0.0,187
1183,3,1,1,0,21,1,0,25.0,1.0,0,0,0,0,1,3.0,219
1184,9,2,0,2,8,0,0,0.0,0.0,3,0,0,0,0,0.0,119
1185,12,2,1,2,12,1,0,41.0,1.0,0,0,0,0,1,3.0,164
1186,18,3,2,3,35,1,4,49.5,0.5,3,1,0,0,1,1.5,301
1187,19,3,3,3,12,2,4,38.0,0.6666666666666666,0,1,0,0,2,2.0,315
1188,21,3,4,3,35,2,13,44.0,0.5,1,2,0,0,2,1.5,387
1189,22,3,5,3,12,3,16,43.0,0.45,0,2,1,0,2,1.4,427
1190,23,4,6,3,8,3,25,46.833333333333336,0.375,1,3,1,0,2,1.1666666666666667,640
1191,25,4,7,4,21,4,27,47.857142857142854,0.36904761904761907,0,3,2,0,2,1.1428571428571428,729
1192,28,5,8,4,20,4,31,49.875,0.3229166666666667,1,4,2,0,2,1.0,978
1193,33,5,9,5,12,5,39,69.22222222222223,0.2993827160493827,0,4,3,0,2,1.0,1139
1194,35,5,10,5,21,5,41,65.4,0.2694444444444445,0,5,3,0,2,0.9,1179
1195,40,6,11,5,20,5,44,66.18181818181819,0.24494949494949497,1,6,3,0,2,0.8181818181818182,1385
1196,40,6,12,5,12,6,46,73.5,0.2523148148148148,0,6,4,0,2,0.8333333333333334,1473
1197,42,6,13,5,35,6,48,71.3076923076923,0.23290598290598294,3,7,4,0,2,0.7692307692307693,1531
1198,43,9,14,5,8,7,48,68.0,0.28769841269841273,3,7,4,0,3,0.9285714285714286,1962
1199,45,9,15,5,21,8,48,65.46666666666667,0.33518518518518525,0,7,4,0,4,1.0666666666666667,1999
1200,48,10,16,6,20,8,54,69.0625,0.31423611111111116,1,8,4,0,4,1.0,2527
1201,51,12,17,11,21,9,59,72.52941176470588,0.30555555555555564,0,8,5,0,4,1.0,3567
1202,4,2,0,1,8,0,0,0.0,0.0,2,0,0,0,0,0.0,204
1203,11,4,1,2,21,1,1,46.0,0.5,3,0,0,1,0,2.0,493
1204,14,5,2,4,20,2,1,40.0,0.75,3,0,0,1,1,2.5,953
1205,15,5,3,5,35,3,1,48.333333333333336,0.8333333333333334,3,0,0,1,2,2.6666666666666665,1111
1206,16,5,4,6,12,4,1,48.0,0.875,1,0,0,1,3,2.75,1204
1207,20,5,5,7,35,5,6,57.6,0.7333333333333333,3,0,1,1,3,2.4,1419
1208,21,6,6,8,12,6,6,51.0,0.7777777777777777,2,0,1,1,4,2.5,1559
1209,0,0,0,0,35,0,0,0.0,0.0,0,0,0,0,0,0.0,0
1210,14,3,0,4,8,0,0,0.0,0.0,3,0,0,0,0,0.0,766
1211,20,5,1,5,21,1,0,37.0,1.0,3,0,0,0,1,3.0,885
1212,20,5,2,5,21,2,0,40.0,1.0,3,0,0,0,2,3.0,923
1213,2,2,0,0,20,0,0,0.0,0.0,0,0,0,0,0,0.0,109
1214,3,3,1,0,21,0,11,131.0,0.0,3,1,0,0,0,0.0,242
1215,6,4,2,2,8,1,11,81.5,0.5,2,1,0,0,1,1.5,671
1216,21,7,0,6,12,0,0,0.0,0.0,0,0,0,0,0,0.0,1556
1217,1,1,0,1,35,0,0,0.0,0.0,0,0,0,0,0,0.0,254
1218,17,6,1,5,8,0,7,84.0,0.0,0,1,0,0,0,0.0,1576
1219,10,3,0,1,21,0,0,0.0,0.0,2,0,0,0,0,0.0,365
1220,13,4,1,3,20,1,1,49.0,0.5,1,0,0,1,0,2.0,777
1221,28,4,2,5,35,2,7,96.5,0.3214285714285714,0,0,1,1,0,1.5,1004
1222,2,1,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,241
1223,3,2,1,4,12,1,0,27.0,1.0,3,0,0,0,1,3.0,586
1224,5,3,2,6,20,2,0,41.5,1.0,3,0,0,0,2,3.0,1054
1225,3,0,0,0,12,0,0,0.0,0.0,0,0,0,0,0,0.0,3
1226,7,2,1,2,35,0,6,206.0,0.0,3,1,0,0,0,0.0,557
1227,7,2,2,2,12,1,6,116.0,0.5,3,1,0,0,1,1.5,587
1228,1,0,0,1,35,0,0,0.0,0.0,3,0,0,0,0,0.0,109
1229,2,0,1,2,12,1,0,57.0,1.0,0,0,0,0,1,3.0,299
1230,5,2,0,1,21,0,0,0.0,0.0,3,0,0,0,0,0.0,308
1231,5,2,1,1,21,1,0,32.0,1.0,3,0,0,0,1,3.0,341
1232,7,3,2,3,20,2,0,28.5,1.0,1,0,0,0,2,3.0,1069
1233,12,2,1,0,20,0,0,118.0,0.0,0,1,0,0,0,0.0,623
1234,3,0,0,0,21,0,0,0.0,0.0,2,0,0,0,0,0.0,3
1235,3,0,1,0,20,1,1,59.0,0.5,2,0,0,1,0,2.0,60
1236,4,2,2,0,8,2,2,55.0,0.5,3,0,0,2,0,2.0,329
1237,18,5,0,5,35,0,0,0.0,0.0,3,0,0,0,0,0.0,1201
1238,24,9,0,8,21,0,0,0.0,0.0,3,0,0,0,0,0.0,1225
1239,7,0,0,1,35,0,0,0.0,0.0,1,0,0,0,0,0.0,78
1240,11,3,1,6,8,1,2,105.0,0.3333333333333333,3,0,1,0,0,1.0,1141
1241,11,3,2,6,8,2,2,65.5,0.6666666666666666,2,0,1,0,1,2.0,1167
1242,15,7,3,12,12,3,3,60.0,0.611111111111111,1,0,1,1,1,2.0,2413
1243,19,7,4,13,35,4,5,98.75,0.5416666666666666,3,0,2,1,1,1.75,2616
1244,23,7,5,15,35,5,5,95.4,0.6333333333333333,3,0,2,1,2,2.0,2995
1245,24,8,6,15,12,6,5,6820.166666666667,0.6944444444444443,0,0,2,1,3,2.1666666666666665,3196
1246,33,15,7,20,21,6,8,5852.0,0.5952380952380951,3,1,2,1,3,1.8571428571428572,5992
1247,43,16,8,22,21,7,8,5123.875,0.6458333333333333,3,1,2,1,4,2.0,6510
1248,44,16,9,23,20,8,8,4558.0,0.6851851851851851,0,1,2,1,5,2.111111111111111,6763
1249,52,18,10,23,21,8,17,4110.6,0.6166666666666666,3,2,2,1,5,1.9,7304
1250,59,19,12,27,35,9,17,3427.8333333333335,0.5972222222222222,3,3,2,1,6,1.8333333333333333,8195
1251,3,0,0,0,8,0,0,0.0,0.0,1,0,0,0,0,0.0,3
1252,29,5,1,8,8,1,2,47.0,0.3333333333333333,3,0,1,0,0,1.0,407
1253,31,6,2,10,35,2,2,33.0,0.6666666666666666,0,0,1,0,1,2.0,593
1254,32,7,3,12,12,2,5,34.333333333333336,0.4444444444444444,0,1,1,0,1,1.3333333333333333,946
1255,35,12,4,18,8,2,6,29.75,0.3333333333333333,3,2,1,0,1,1.0,1908
1256,38,16,5,22,8,3,6,28.4,0.4666666666666666,3,2,1,0,2,1.4,2482
1257,3,5,0,1,20,0,0,0.0,0.0,0,0,0,0,0,0.0,118
1258,3,0,0,5,8,0,0,0.0,0.0,2,0,0,0,0,0.0,319
1259,5,0,1,7,35,1,1,39.0,0.5,0,0,0,1,0,2.0,498
1260,10,0,2,12,20,1,2,31.0,0.25,0,1,0,1,0,1.0,882
1261,12,0,3,14,8,1,14,52.333333333333336,0.16666666666666666,2,2,0,1,0,0.6666666666666666,1140
1262,6,4,0,5,8,0,0,0.0,0.0,3,0,0,0,0,0.0,3666
1263,8,6,1,5,20,1,0,47.0,1.0,0,0,0,0,1,3.0,3804
1264,14,6,2,9,8,1,3,32.0,0.5,3,1,0,0,1,1.5,4752
1265,8,0,0,4,35,0,0,0.0,0.0,3,0,0,0,0,0.0,180
1266,1,1,1,1,12,0,0,0.0,0.0,0,1,0,0,0,0.0,94
1267,0,0,0,0,20,0,0,0.0,0.0,1,0,0,0,0,0.0,0
1268,0,0,1,1,8,1,10,125.0,0.09090909090909091,3,0,1,0,0,1.0,250
1269,4,1,3,3,35,2,10,52.333333333333336,0.3636363636363636,3,1,1,0,1,1.3333333333333333,549
1270,6,2,4,5,12,3,10,43.0,0.5227272727272727,1,1,1,0,2,1.75,895
1271,7,3,0,4,8,0,0,0.0,0.0,2,0,0,0,0,0.0,551
1272,0,1,0,1,12,0,0,0.0,0.0,0,0,0,0,0,0.0,155
1273,2,2,1,2,20,0,5,112.0,0.0,3,1,0,0,0,0.0,537
1274,3,3,2,2,8,1,5,89.0,0.5,3,1,0,0,1,1.5,614
1275,5,3,3,2,35,2,5,70.0,0.6666666666666666,3,1,0,0,2,2.0,646
1276,5,3,4,2,35,3,5,58.75,0.75,3,1,0,0,3,2.25,663
1277,6,3,5,2,12,4,5,52.4,0.8,2,1,0,0,4,2.4,684
1278,6,4,6,2,8,5,6,65.0,0.75,3,1,0,1,4,2.3333333333333335,881
1279,6,4,7,2,21,6,6,59.714285714285715,0.7857142857142857,3,1,0,1,5,2.4285714285714284,910
1280,7,4,8,2,20,7,6,56.0,0.8125,3,1,0,1,6,2.5,952
1281,7,4,9,2,35,8,6,54.0,0.8333333333333334,3,1,0,1,7,2.5555555555555554,985
1282,7,4,10,2,12,9,6,51.7,0.85,1,1,0,1,8,2.6,1015
1283,7,4,11,2,8,10,11,57.54545454545455,0.7878787878787878,3,1,1,1,8,2.4545454545454546,1114
1284,4,3,0,1,21,0,0,0.0,0.0,0,0,0,0,0,0.0,191
1285,5,2,0,1,21,0,0,0.0,0.0,3,0,0,0,0,0.0,288
1286,10,6,1,4,8,1,0,36.0,1.0,0,0,0,0,1,3.0,1617
1287,3,1,0,0,35,0,0,0.0,0.0,0,0,0,0,0,0.0,126
1288,4,1,1,0,12,0,6,83.0,0.0,0,1,0,0,0,0.0,192
1289,6,2,2,0,21,0,10,65.5,0.0,0,2,0,0,0,0.0,280
1290,9,2,3,1,35,0,12,61.333333333333336,0.0,3,3,0,0,0,0.0,388
1291,3,1,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,338
1292,3,1,1,1,8,1,0,37.0,1.0,3,0,0,0,1,3.0,368
1293,3,0,0,1,35,0,0,0.0,0.0,3,0,0,0,0,0.0,122
1294,9,3,0,2,21,0,0,0.0,0.0,2,0,0,0,0,0.0,245
1295,10,4,1,3,20,1,1,47.0,0.5,0,0,0,1,0,2.0,558
1296,12,5,2,4,35,1,2,36.5,0.25,3,1,0,1,0,1.0,693
1297,13,6,3,5,12,2,2,33.666666666666664,0.5,0,1,0,1,1,1.6666666666666667,821
1298,25,13,5,13,35,2,3,31.4,0.3,3,3,0,1,1,1.0,1794
1299,27,15,6,15,8,3,3,29.166666666666668,0.4166666666666667,3,3,0,1,2,1.3333333333333333,2165
1300,0,0,0,1,8,0,0,0.0,0.0,2,0,0,0,0,0.0,169
1301,4,1,1,2,35,1,1,41.0,0.5,3,0,0,1,0,2.0,533
1302,5,2,2,4,12,2,1,35.5,0.75,1,0,0,1,1,2.5,1165
1303,18,5,0,2,21,0,0,0.0,0.0,0,0,0,0,0,0.0,897
1304,6,2,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,142
1305,6,2,1,0,21,1,0,33.0,1.0,2,0,0,0,1,3.0,176
1306,8,2,2,0,20,2,1,43.0,0.75,1,0,0,1,1,2.5,225
1307,14,2,3,0,35,3,20,120.33333333333333,0.5166666666666667,3,0,1,1,1,2.0,412
1308,16,2,4,0,12,4,20,95.5,0.6375,0,0,1,1,2,2.25,433
1309,6,0,1,1,21,0,0,59.0,0.0,0,1,0,0,0,0.0,167
1310,9,0,2,4,8,0,2,57.0,0.0,1,2,0,0,0,0.0,503
1311,3,0,0,0,35,0,0,0.0,0.0,2,0,0,0,0,0.0,3
1312,15,5,0,3,21,0,0,0.0,0.0,3,0,0,0,0,0.0,562
1313,23,6,1,6,35,1,0,39.0,1.0,3,0,0,0,1,3.0,910
1314,25,7,2,8,12,2,0,35.5,1.0,1,0,0,0,2,3.0,1064
1315,26,8,3,9,20,3,2,51.666666666666664,0.7777777777777778,2,0,1,0,2,2.3333333333333335,1428
1316,26,9,4,12,8,4,3,53.25,0.7083333333333334,3,0,1,1,2,2.25,1820
1317,3,1,0,2,35,0,0,0.0,0.0,2,0,0,0,0,0.0,326
1318,4,2,1,4,12,1,1,29.0,0.5,0,0,0,1,0,2.0,589
1319,11,9,2,9,21,1,6,47.0,0.25,1,1,0,1,0,1.0,1579
1320,12,10,3,11,20,2,8,51.666666666666664,0.27777777777777773,1,1,1,1,0,1.0,2104
1321,12,10,4,11,20,3,15,65.25,0.23958333333333331,3,1,2,1,0,1.0,2227
1322,14,11,5,13,35,4,15,70.4,0.39166666666666666,2,1,2,1,1,1.4,2523
1323,15,12,6,15,12,5,16,64.16666666666667,0.40972222222222215,0,1,2,2,1,1.5,2676
1324,7,4,0,1,20,0,0,0.0,0.0,3,0,0,0,0,0.0,531
1325,7,0,0,4,35,0,0,0.0,0.0,3,0,0,0,0,0.0,549
1326,7,0,1,4,35,1,0,25.0,1.0,3,0,0,0,1,3.0,567
1327,17,6,2,10,12,2,0,22.0,1.0,3,0,0,0,2,3.0,2743
1328,17,6,3,10,12,3,0,23.333333333333332,1.0,0,0,0,0,3,3.0,2765
1329,20,6,4,10,12,3,10,44.0,0.75,0,1,0,0,3,2.25,2897
1330,21,6,5,10,35,3,11,42.6,0.6,1,2,0,0,3,1.8,2940
1331,11,2,0,0,35,0,0,0.0,0.0,1,0,0,0,0,0.0,196
1332,15,3,1,2,12,1,2,126.0,0.3333333333333333,0,0,1,0,0,1.0,913
1333,16,3,3,2,8,1,11,104.0,0.1111111111111111,3,2,1,0,0,0.3333333333333333,1084
1334,33,7,5,5,8,2,11,71.2,0.26666666666666666,3,3,1,0,1,0.8,2000
1335,5,2,0,0,21,0,0,0.0,0.0,2,0,0,0,0,0.0,157
1336,6,2,1,0,20,1,1,46.0,0.5,0,0,0,1,0,2.0,204
1337,3,3,0,5,8,0,0,0.0,0.0,3,0,0,0,0,0.0,650
1338,8,6,1,9,12,1,0,30.0,1.0,1,0,0,0,1,3.0,1059
1339,10,7,2,10,35,2,2,63.5,0.6666666666666666,3,0,1,0,1,2.0,1249
1340,10,7,3,10,12,3,2,56.666666666666664,0.7777777777777777,2,0,1,0,2,2.3333333333333335,1283
1341,13,9,4,11,21,4,3,52.0,0.7083333333333333,3,0,1,1,2,2.25,1561
1342,14,10,5,13,20,5,3,49.0,0.7666666666666666,3,0,1,1,3,2.4,2084
1343,15,13,6,19,8,6,3,48.333333333333336,0.8055555555555555,3,0,1,1,4,2.5,2922
1344,21,16,7,22,21,7,3,46.0,0.8333333333333333,3,0,1,1,5,2.5714285714285716,3588
1345,24,17,8,23,8,8,3,43.375,0.8541666666666666,3,0,1,1,6,2.625,3869
1346,28,17,9,24,12,9,3,42.0,0.8703703703703703,3,0,1,1,7,2.6666666666666665,3984
1347,28,17,10,24,35,10,3,42.2,0.8833333333333332,3,0,1,1,8,2.7,4016
1348,3,0,0,0,35,0,0,0.0,0.0,2,0,0,0,0,0.0,3
1349,3,0,1,0,12,1,1,52.0,0.5,0,0,0,1,0,2.0,39
1350,7,4,2,2,21,1,15,138.0,0.25,1,1,0,1,0,1.0,683
1351,12,6,3,4,21,2,17,107.66666666666667,0.27777777777777773,3,1,1,1,0,1.0,1344
1352,13,7,4,4,20,3,17,89.75,0.4583333333333333,1,1,1,1,1,1.5,1503
1353,16,8,5,4,20,4,21,98.0,0.4066666666666666,1,1,2,1,1,1.4,1731
1354,16,8,6,4,21,5,24,99.83333333333333,0.38055555555555554,2,1,3,1,1,1.3333333333333333,1844
1355,16,8,7,4,21,6,25,90.85714285714286,0.3976190476190476,3,1,3,2,1,1.4285714285714286,1892
1356,7,1,0,0,20,0,0,0.0,0.0,2,0,0,0,0,0.0,169
1357,9,1,1,2,35,1,1,99.0,0.5,3,0,0,1,0,2.0,630
1358,10,2,2,2,12,2,1,67.0,0.75,0,0,0,1,1,2.5,777
1359,4,1,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,49
1360,6,2,1,0,35,1,0,29.0,1.0,3,0,0,0,1,3.0,119
1361,7,3,2,1,12,2,0,32.0,1.0,3,0,0,0,2,3.0,202
1362,2,0,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,2
1363,5,0,1,1,20,1,0,25.0,1.0,1,0,0,0,1,3.0,102
1364,5,1,2,3,8,2,2,37.5,0.6666666666666666,3,0,1,0,1,2.0,529
1365,7,1,3,4,35,3,2,33.666666666666664,0.7777777777777777,3,0,1,0,2,2.3333333333333335,671
1366,9,2,4,6,12,4,2,33.0,0.8333333333333333,1,0,1,0,3,2.5,1016
1367,14,4,5,6,21,5,7,45.2,0.7,3,0,2,0,3,2.2,1241
1368,17,5,6,8,20,6,7,43.0,0.75,3,0,2,0,4,2.3333333333333335,1570
1369,17,6,7,10,8,7,7,41.57142857142857,0.7857142857142857,3,0,2,0,5,2.4285714285714284,1724
1370,23,7,8,12,35,8,7,39.625,0.8125,3,0,2,0,6,2.5,2001
1371,25,8,9,14,12,9,7,41.666666666666664,0.8333333333333334,3,0,2,0,7,2.5555555555555554,2138
1372,6,0,0,0,12,0,0,0.0,0.0,0,0,0,0,0,0.0,6
1373,4,0,0,0,21,0,0,0.0,0.0,0,0,0,0,0,0.0,4
1374,5,0,1,1,20,0,1,28.0,0.0,1,1,0,0,0,0.0,210
1375,25,13,3,14,8,1,12,163.33333333333334,0.027777777777777776,3,2,1,0,0,0.3333333333333333,2142
1376,10,3,0,3,8,0,0,0.0,0.0,3,0,0,0,0,0.0,687
1377,5,1,0,2,35,0,0,0.0,0.0,0,0,0,0,0,0.0,126
1378,5,1,1,2,35,0,2,37.0,0.0,0,1,0,0,0,0.0,165
1379,53,7,15,4,20,0,0,238.6,0.0,0,15,0,0,0,0.0,485
1380,55,10,17,4,21,0,3,212.35294117647058,0.0,3,17,0,0,0,0.0,695
1381,55,10,18,4,21,1,3,203.72222222222223,0.05555555555555555,3,17,0,0,1,0.16666666666666666,743
1382,55,10,19,4,21,2,3,195.47368421052633,0.10526315789473684,3,17,0,0,2,0.3157894736842105,780
1383,57,10,26,4,21,3,3,147.23076923076923,0.11538461538461539,3,23,0,0,3,0.34615384615384615,889
1384,57,10,27,4,21,4,3,143.22222222222223,0.14814814814814814,3,23,0,0,4,0.4444444444444444,931
1385,58,10,30,4,20,5,3,150.03333333333333,0.16666666666666666,0,25,0,0,5,0.5,1048
1386,60,10,31,4,35,5,9,147.0,0.16129032258064516,3,26,0,0,5,0.4838709677419355,1113
1387,61,10,32,4,12,6,9,143.28125,0.1875,3,26,0,0,6,0.5625,1133
1388,62,12,33,4,21,7,9,139.75757575757575,0.21212121212121213,0,26,0,0,7,0.6363636363636364,1212
1389,62,12,35,5,8,7,12,134.37142857142857,0.2,3,28,0,0,7,0.6,1308
1390,62,12,36,5,8,8,12,131.91666666666666,0.2222222222222222,3,28,0,0,8,0.6666666666666666,1337
1391,63,12,40,5,20,9,12,120.325,0.225,0,31,0,0,9,0.675,1387
1392,64,12,41,5,8,9,13,117.8048780487805,0.21951219512195122,3,32,0,0,9,0.6585365853658537,1407
1393,65,12,42,5,35,10,13,115.57142857142857,0.23809523809523808,0,32,0,0,10,0.7142857142857143,1436
1394,66,12,43,5,12,10,14,113.0,0.23255813953488372,3,33,0,0,10,0.6976744186046512,1445
1395,67,15,44,5,21,11,14,111.02272727272727,0.25,3,33,0,0,11,0.75,1517
1396,67,15,45,5,21,12,14,109.4,0.26666666666666666,0,33,0,0,12,0.8,1556
1397,68,15,46,5,20,12,17,108.52173913043478,0.2608695652173913,0,34,0,0,12,0.782608695652174,1621
1398,69,15,47,5,8,12,19,106.91489361702128,0.2553191489361702,1,35,0,0,12,0.7659574468085106,1655
1399,70,15,48,5,35,13,22,106.25,0.2552083333333333,0,35,1,0,12,0.7708333333333334,1714
1400,71,15,49,5,12,13,23,104.12244897959184,0.25,0,36,1,0,12,0.7551020408163265,1721
1401,72,16,50,5,21,13,25,102.78,0.245,0,37,1,0,12,0.74,1810
1402,72,16,51,5,21,13,28,101.6470588235294,0.24019607843137256,0,38,1,0,12,0.7254901960784313,1858
1403,74,16,52,5,20,13,29,100.28846153846153,0.23557692307692307,0,39,1,0,12,0.7115384615384616,1894
1404,76,16,53,5,8,13,31,98.84905660377359,0.23113207547169812,2,40,1,0,12,0.6981132075471698,1928
1405,76,16,54,5,8,14,32,97.74074074074075,0.2361111111111111,1,40,1,1,12,0.7222222222222222,1968
1406,76,16,55,5,8,15,34,96.61818181818182,0.23787878787878788,1,40,2,1,12,0.7272727272727273,2015
1407,76,16,56,5,8,16,36,95.75,0.23958333333333334,3,40,3,1,12,0.7321428571428571,2069
1408,76,16,57,5,8,17,36,94.43859649122807,0.25292397660818716,3,40,3,1,13,0.7719298245614035,2098
1409,76,16,58,5,8,18,36,93.27586206896552,0.26580459770114945,1,40,3,1,14,0.8103448275862069,2132
1410,77,17,59,5,21,19,39,93.28813559322033,0.2655367231638418,2,40,4,1,14,0.8135593220338984,2236
1411,78,17,60,5,20,20,40,92.75,0.2694444444444445,0,40,4,2,14,0.8333333333333334,2277
1412,78,17,61,5,8,20,44,91.81967213114754,0.2650273224043716,2,41,4,2,14,0.819672131147541,2315
1413,78,17,62,5,8,21,45,90.88709677419355,0.2688172043010753,3,41,4,3,14,0.8387096774193549,2356
1414,78,17,63,5,8,22,45,89.85714285714286,0.28042328042328046,1,41,4,3,15,0.873015873015873,2380
1415,78,17,64,5,8,23,52,90.015625,0.2779947916666667,3,41,5,3,15,0.875,2461
1416,78,17,65,5,8,24,52,88.92307692307692,0.28910256410256413,1,41,5,3,16,0.9076923076923077,2488
1417,78,17,66,5,12,25,55,88.16666666666667,0.28851010101010105,0,41,6,3,16,0.9090909090909091,2526
1418,78,17,67,5,12,25,56,87.40298507462687,0.2842039800995025,3,42,6,3,16,0.8955223880597015,2552
1419,78,17,68,5,12,26,56,86.54411764705883,0.29473039215686275,3,42,6,3,17,0.9264705882352942,2572
1420,79,18,69,5,21,27,56,85.6231884057971,0.30495169082125606,0,42,6,3,18,0.9565217391304348,2640
